	gene_id	gene_type	logFC	AveExpr
9471	ENSG00000271716.1	antisense	0.218044065	-0.672035426
17544	ENSG00000280068.1	TEC	0.174501286	-0.113048244
1006	ENSG00000215900.4	processed_pseudogene	0.201862989	-0.719302236
7008	ENSG00000237837.1	lincRNA	0.174851447	5.280636335
553	ENSG00000224174.2	lincRNA	0.20931059	2.159882563
8053	ENSG00000163093.11	protein_coding	-0.22044743	-1.136810001
18105	ENSG00000261568.1	lincRNA	0.245536939	-0.366327181
8008	ENSG00000206869.1	snoRNA	0.224635843	-1.509424506
6781	ENSG00000211594.2	IG_J_gene	0.142711134	5.274218348
17203	ENSG00000145901.15	protein_coding	0.203641656	0.658194465
15081	ENSG00000248968.1	antisense	0.175209426	0.71282745
5586	ENSG00000185013.16	protein_coding	0.215597239	2.196439845
7982	ENSG00000226946.1	processed_pseudogene	0.159395938	2.336406189
297	ENSG00000229716.2	processed_pseudogene	0.192410967	1.197890299
6398	ENSG00000273064.1	antisense	0.18086792	-0.637201573
18342	ENSG00000204713.10	protein_coding	0.223288818	-1.560570494
12323	ENSG00000174004.5	protein_coding	0.164617515	1.497090858
7778	ENSG00000236356.1	lincRNA	0.184432238	-1.392705452
3924	ENSG00000224718.1	lincRNA	0.170521142	0.455606569
8444	ENSG00000224442.1	processed_pseudogene	0.166163503	-0.237599013
16718	ENSG00000170606.14	protein_coding	0.198452128	0.873822419
3939	ENSG00000152092.15	protein_coding	0.155398907	2.784659867
6226	ENSG00000271955.2	lincRNA	0.272407694	-1.209538024
12046	ENSG00000186090.10	protein_coding	0.1901308	-0.517387555
16264	ENSG00000248734.2	antisense	0.210694698	0.663205417
2418	ENSG00000185946.15	protein_coding	0.190410908	0.120302586
10686	ENSG00000213439.3	polymorphic_pseudogene	-0.171643496	8.18532281
13535	ENSG00000202485.1	snRNA	0.177345155	0.364323205
12960	ENSG00000207195.1	misc_RNA	0.177101635	0.46685011
1765	ENSG00000232453.6	lincRNA	0.203981708	-0.251252384
18926	ENSG00000206977.1	snoRNA	0.163764253	0.241444586
826	ENSG00000117632.22	protein_coding	0.183721695	0.509531122
18093	ENSG00000252046.1	snRNA	-0.204168687	-0.887859639
10889	ENSG00000240893.1	lincRNA	0.165442599	3.245009059
687	ENSG00000176378.8	processed_pseudogene	-0.167757517	5.953202064
11425	ENSG00000241526.1	processed_pseudogene	0.175934445	1.257070441
6032	ENSG00000138078.15	protein_coding	0.243321912	-0.627905761
1919	ENSG00000116745.6	protein_coding	0.174199182	1.211331218
2904	ENSG00000234222.6	antisense	0.162106274	3.259208033
1001	ENSG00000162512.15	protein_coding	0.20561483	10.03043785
6502	ENSG00000135625.7	protein_coding	0.17244471	-0.39873627
5284	ENSG00000196944.4	protein_coding	0.18145492	-0.634713791
8529	ENSG00000155754.14	protein_coding	0.167386953	0.620318267
5050	ENSG00000119285.10	protein_coding	0.194634005	-1.373944947
6742	ENSG00000233999.3	IG_V_gene	0.188188872	1.241847286
6196	ENSG00000212175.1	snoRNA	0.235404249	-1.592307753
16481	ENSG00000172901.19	protein_coding	0.219179183	0.745063004
3606	ENSG00000143224.17	protein_coding	0.163903094	0.454791022
9515	ENSG00000180438.15	transcribed_processed_pseudogene	0.175563129	0.757365934
12658	ENSG00000250573.1	processed_pseudogene	0.171390724	0.976365537
15933	ENSG00000164346.9	protein_coding	-0.164313723	5.644261884
15034	ENSG00000245729.2	lincRNA	0.161178757	4.675499987
2199	ENSG00000226394.2	processed_pseudogene	0.152479027	1.049813424
8105	ENSG00000091409.14	protein_coding	-0.170031129	4.241989123
2737	ENSG00000226172.2	lincRNA	-0.2317009	3.48594294
15814	ENSG00000248664.1	antisense	0.162014691	3.708979357
16188	ENSG00000248323.6	antisense	0.212105272	-1.357069446
17903	ENSG00000201483.1	misc_RNA	0.149674424	0.592833128
7780	ENSG00000232377.1	antisense	0.151848155	4.153184802
12659	ENSG00000250074.1	processed_pseudogene	0.158287325	2.016076721
9869	ENSG00000172888.11	protein_coding	0.205962812	-0.021149126
4786	ENSG00000236994.1	processed_pseudogene	-0.183046501	3.766628697
702	ENSG00000278124.1	misc_RNA	0.171338312	4.672788926
4469	ENSG00000275392.1	antisense	-0.174935337	-0.37008504
2554	ENSG00000232791.4	unitary_pseudogene	0.215144258	-0.462347916
11415	ENSG00000241400.1	processed_pseudogene	0.159502411	1.481942603
1834	ENSG00000276884.1	misc_RNA	0.205171441	0.403888861
8135	ENSG00000270799.1	processed_pseudogene	-0.187241644	3.910219866
15888	ENSG00000251613.3	lincRNA	0.200376655	-1.229003877
1839	ENSG00000274199.1	misc_RNA	-0.17694035	5.37545192
6312	ENSG00000229920.2	transcribed_processed_pseudogene	-0.182264902	2.095874296
17347	ENSG00000270612.1	processed_pseudogene	0.200854577	0.07460016
6989	ENSG00000168758.10	protein_coding	0.151458314	1.781147552
18066	ENSG00000278102.1	processed_pseudogene	-0.234172551	2.181122892
10639	ENSG00000241861.2	processed_pseudogene	0.194701843	0.812470272
11129	ENSG00000249833.5	antisense	0.192294834	-0.302037377
6800	ENSG00000244437.1	IG_V_gene	0.183613357	2.361631645
14251	ENSG00000249806.1	lincRNA	0.230354045	-1.0397011
18073	ENSG00000217379.2	processed_pseudogene	-0.233199802	1.402258107
7432	ENSG00000074047.21	protein_coding	-0.184528388	6.128627625
7822	ENSG00000224007.1	processed_pseudogene	-0.183726548	-1.300011285
14855	ENSG00000250739.1	lincRNA	0.173769668	3.724173796
15040	ENSG00000279075.1	TEC	0.223463274	0.655004831
18792	ENSG00000197753.9	protein_coding	0.190786416	-1.435036658
4706	ENSG00000225265.1	antisense	0.188032008	2.850186099
14088	ENSG00000164066.12	protein_coding	0.202027691	-1.339467164
16629	ENSG00000248799.1	antisense	-0.156013172	6.206513246
9612	ENSG00000261734.1	lincRNA	0.168736124	-1.090340722
11052	ENSG00000138463.8	protein_coding	-0.187059113	3.870183699
6221	ENSG00000225226.1	lincRNA	0.296970425	-1.121140119
11432	ENSG00000244124.1	antisense	0.155647356	1.427431284
1730	ENSG00000235612.1	lincRNA	0.188939515	-0.112837528
9856	ENSG00000170011.13	protein_coding	0.216108059	-0.469510639
16815	ENSG00000250947.1	antisense	0.197672101	0.330494061
5362	ENSG00000228391.1	lincRNA	0.170903193	-0.383585236
14432	ENSG00000121207.11	protein_coding	0.173903095	1.00881774
4199	ENSG00000116785.13	protein_coding	-0.186795655	1.229118233
15065	ENSG00000248525.2	sense_overlapping	-0.169609768	-0.674381412
14036	ENSG00000224062.4	processed_pseudogene	0.176760689	1.276597618
10624	ENSG00000240902.1	processed_pseudogene	0.190477532	-1.0971701
2517	ENSG00000198758.10	protein_coding	0.19931994	4.225902294
5311	ENSG00000264500.1	miRNA	0.188270662	3.328430895
14545	ENSG00000248771.5	protein_coding	0.163626013	2.68027561
7118	ENSG00000232597.5	lincRNA	0.216256689	-1.47824218
7528	ENSG00000222014.5	protein_coding	-0.224401365	-1.042347659
7421	ENSG00000234065.2	processed_pseudogene	-0.226711955	3.362467809
745	ENSG00000201405.1	misc_RNA	-0.254271175	-1.374350145
16626	ENSG00000164244.20	protein_coding	-0.140680697	1.683997075
8198	ENSG00000224577.1	lincRNA	0.185390793	-0.357393989
8440	ENSG00000280176.1	TEC	0.150112474	1.003265029
1199	ENSG00000233728.1	antisense	0.247491486	-0.937276665
1271	ENSG00000226745.2	processed_pseudogene	0.231989783	0.639055292
4281	ENSG00000224536.2	antisense	0.201178991	0.091035742
15566	ENSG00000206606.1	snRNA	0.16609058	-0.016924562
4419	ENSG00000236942.1	processed_pseudogene	0.174851326	0.147649139
1403	ENSG00000171872.4	protein_coding	0.162123137	3.943223289
13820	ENSG00000250922.1	processed_pseudogene	0.174375645	-0.943625712
7462	ENSG00000252674.1	rRNA_pseudogene	0.165862104	2.550221466
5440	ENSG00000244310.1	lincRNA	0.173446213	2.082057756
13892	ENSG00000199894.1	snoRNA	0.215011253	1.833099408
4424	ENSG00000117280.12	protein_coding	0.162432235	2.762928397
11103	ENSG00000179170.11	unprocessed_pseudogene	0.255897962	-1.028981918
10958	ENSG00000243014.1	processed_pseudogene	0.181691716	0.597582922
2246	ENSG00000225505.1	processed_pseudogene	0.162605189	0.355171325
9509	ENSG00000163517.14	protein_coding	0.155405536	0.683774308
218	ENSG00000284616.1	lincRNA	0.143057693	8.231890621
9960	ENSG00000235805.1	processed_pseudogene	0.176551638	0.56210289
3310	ENSG00000143603.18	protein_coding	0.159274057	-0.582039191
12029	ENSG00000251730.1	snoRNA	-0.135811516	2.85650201
15016	ENSG00000248775.1	processed_pseudogene	0.144536746	2.200392828
8326	ENSG00000065548.17	protein_coding	0.170220058	2.101756676
3927	ENSG00000143207.20	protein_coding	0.189936108	1.930269036
14854	ENSG00000205100.2	transcribed_processed_pseudogene	0.174923604	1.44987255
5044	ENSG00000186197.14	protein_coding	0.17469194	-1.099612536
7419	ENSG00000233286.1	processed_pseudogene	-0.162225405	4.440278819
3161	ENSG00000159450.12	protein_coding	0.162273217	0.061998061
5001	ENSG00000238005.2	lincRNA	0.203117064	-1.351631315
2083	ENSG00000215875.4	transcribed_processed_pseudogene	-0.150459118	0.093257051
2656	ENSG00000236480.1	processed_pseudogene	0.168065199	0.393708437
4290	ENSG00000198700.9	protein_coding	0.192435752	-0.55745115
5554	ENSG00000134323.11	protein_coding	0.21552572	-1.351386815
13042	ENSG00000163293.11	protein_coding	0.154654076	1.960574806
10147	ENSG00000187492.8	protein_coding	0.175873979	0.127202535
12488	ENSG00000250681.1	lincRNA	0.192087138	2.829015832
14835	ENSG00000241011.1	processed_pseudogene	0.174336153	1.003407544
4581	ENSG00000237980.1	lincRNA	0.169293745	3.396217836
4546	ENSG00000261314.1	sense_overlapping	-0.206476767	4.375185681
10301	ENSG00000271976.1	antisense	0.20196109	1.495468974
15530	ENSG00000248240.1	antisense	0.181819361	-1.306766631
607	ENSG00000225478.2	processed_pseudogene	0.167145553	0.836991655
15895	ENSG00000242602.1	processed_pseudogene	0.178903082	-1.293725057
3983	ENSG00000116218.12	protein_coding	0.155688049	1.232725381
15834	ENSG00000212260.1	snRNA	0.167501014	1.680884488
15078	ENSG00000271998.1	lincRNA	0.160574638	1.845787171
18706	ENSG00000237441.9	protein_coding	0.172938101	-1.180715476
13513	ENSG00000251399.1	lincRNA	0.169298666	1.757276637
4471	ENSG00000224462.2	unprocessed_pseudogene	-0.188812824	3.531438969
18796	ENSG00000112062.10	protein_coding	-0.15998926	3.385345982
18598	ENSG00000285565.1	processed_transcript	0.165207971	-0.023523835
8209	ENSG00000226273.2	processed_pseudogene	0.167150656	-0.410486005
398	ENSG00000278852.1	misc_RNA	0.179923886	0.60306271
8186	ENSG00000128645.14	protein_coding	-0.191393835	3.130457295
6894	ENSG00000259916.1	protein_coding	-0.155644784	6.524834057
8226	ENSG00000196659.9	protein_coding	0.18124825	3.226591855
11547	ENSG00000239351.1	processed_pseudogene	-0.151301685	3.242358961
12275	ENSG00000242086.8	lincRNA	-0.162216795	4.527512447
19002	ENSG00000283573.1	lincRNA	0.167872018	-0.719758741
2172	ENSG00000207234.1	snRNA	0.190327514	-0.327029211
6920	ENSG00000144029.11	protein_coding	0.212576861	-1.287354291
5975	ENSG00000233128.1	lincRNA	-0.181095421	1.797673124
10899	ENSG00000243795.1	lincRNA	0.23096391	-0.090487886
5376	ENSG00000234171.2	antisense	-0.210529795	-1.266936754
759	ENSG00000057757.9	protein_coding	-0.199624171	-0.141317679
18434	ENSG00000237669.1	unprocessed_pseudogene	0.165091931	1.109289277
1997	ENSG00000230863.3	transcribed_processed_pseudogene	0.181406423	-0.474855131
16695	ENSG00000223442.1	antisense	0.179957117	1.26776743
6369	ENSG00000225815.2	lincRNA	0.213755106	-1.217534599
3661	ENSG00000227941.1	processed_pseudogene	-0.179772853	3.811364385
12890	ENSG00000279386.1	TEC	0.164662117	1.423899049
13955	ENSG00000250215.1	processed_pseudogene	0.149226863	1.420416117
8248	ENSG00000155657.26	protein_coding	0.147875163	4.300717307
3815	ENSG00000263390.1	miRNA	0.199539644	2.772607857
5663	ENSG00000222940.1	snRNA	-0.204385327	-1.103846941
8523	ENSG00000064012.21	protein_coding	0.195831734	-1.354058393
7050	ENSG00000158411.11	protein_coding	0.177019607	-1.323739511
17764	ENSG00000217929.4	transcribed_processed_pseudogene	0.168888893	-0.346092075
7418	ENSG00000227788.1	processed_pseudogene	-0.153343715	5.685829895
1819	ENSG00000224209.7	processed_transcript	0.154623462	2.395614108
9279	ENSG00000162804.13	protein_coding	0.18767666	0.298403827
6232	ENSG00000285611.1	lincRNA	0.194292379	2.705432937
12622	ENSG00000219492.4	unprocessed_pseudogene	-0.164278168	6.079467725
10115	ENSG00000270441.1	unprocessed_pseudogene	-0.169742192	5.056170638
10980	ENSG00000121594.11	protein_coding	0.180115407	2.805982739
12113	ENSG00000283149.1	protein_coding	0.161607819	-0.961256005
10937	ENSG00000241295.1	lincRNA	0.206140217	1.773494363
16526	ENSG00000202092.1	rRNA_pseudogene	0.202203138	2.545988971
3397	ENSG00000160783.19	protein_coding	-0.152884437	8.675055056
14150	ENSG00000251291.1	lincRNA	0.1697433	3.114514502
13671	ENSG00000251401.2	processed_pseudogene	0.175133886	1.863678853
11804	ENSG00000241383.1	lincRNA	0.211886621	-1.170873526
122	ENSG00000215014.5	processed_transcript	0.230540949	-0.480781579
15361	ENSG00000151388.10	protein_coding	0.154966364	0.820185422
3568	ENSG00000171786.5	protein_coding	0.202643538	0.208382206
2164	ENSG00000237505.7	antisense	0.143847823	5.105077363
9263	ENSG00000188542.9	protein_coding	0.174909599	1.108846179
17346	ENSG00000254373.1	processed_pseudogene	0.165654035	0.738374646
3965	ENSG00000116194.12	protein_coding	0.146503437	1.987325343
6653	ENSG00000228272.1	lincRNA	-0.146342917	4.142073564
11729	ENSG00000244009.1	processed_pseudogene	0.165611399	1.187155801
16583	ENSG00000250438.1	lincRNA	-0.157158179	4.385918026
5304	ENSG00000189181.4	protein_coding	-0.15600679	3.405291469
12855	ENSG00000251434.1	lincRNA	0.17402971	-0.336125761
12393	ENSG00000182903.15	protein_coding	0.19978127	-1.186420558
9558	ENSG00000169814.13	protein_coding	-0.253341196	-1.422687573
13153	ENSG00000250821.2	protein_coding	-0.177596051	-1.105966237
17787	ENSG00000275859.1	miRNA	0.400825143	-0.169916816
6073	ENSG00000222005.9	sense_overlapping	0.157560562	-0.760302273
7782	ENSG00000169554.19	protein_coding	0.151526777	2.34665187
16495	ENSG00000197575.6	processed_pseudogene	0.181345007	-1.173652987
6444	ENSG00000231414.1	processed_pseudogene	-0.146909945	4.799816466
9990	ENSG00000201635.1	misc_RNA	0.189615532	-1.432579135
18500	ENSG00000168631.12	protein_coding	-0.164543452	5.455088041
13361	ENSG00000187689.9	protein_coding	0.168430747	-0.016750243
544	ENSG00000055070.16	protein_coding	0.207539882	1.491247622
7193	ENSG00000229890.1	processed_pseudogene	0.190191084	0.761909789
18173	ENSG00000224447.1	unprocessed_pseudogene	0.183586655	1.715355316
2111	ENSG00000285374.1	lincRNA	-0.158100276	5.342959436
2094	ENSG00000285201.1	lincRNA	0.137731615	3.937435062
1366	ENSG00000253313.5	protein_coding	0.164835165	3.853304308
9107	ENSG00000196811.11	protein_coding	0.246434419	-1.165959377
13744	ENSG00000138813.9	protein_coding	0.156357058	1.929238281
7010	ENSG00000276050.1	IG_V_pseudogene	0.176398135	2.089631467
17460	ENSG00000181163.13	protein_coding	-0.172350401	-0.666297133
15432	ENSG00000168621.14	protein_coding	0.162685331	2.205019629
6096	ENSG00000230979.3	processed_pseudogene	0.178478456	-1.341953654
6536	ENSG00000229798.1	processed_pseudogene	-0.172998906	0.311441376
8416	ENSG00000252517.1	snoRNA	0.23264904	-1.691143541
10283	ENSG00000279144.1	TEC	0.193333983	0.865843114
16929	ENSG00000170458.13	protein_coding	0.228297881	0.264208998
167	ENSG00000228037.1	lincRNA	0.13357122	7.958583845
12852	ENSG00000249678.1	antisense	0.221250599	0.05319218
8766	ENSG00000216721.3	processed_pseudogene	0.171485846	-0.710796212
17994	ENSG00000112137.17	protein_coding	0.17576639	0.930919576
12222	ENSG00000238043.1	lincRNA	-0.157667116	4.476719271
1635	ENSG00000203995.9	protein_coding	0.173341421	0.841037015
16625	ENSG00000250859.1	processed_pseudogene	-0.191290012	0.172774687
1013	ENSG00000121769.7	protein_coding	0.139891054	9.022061224
8069	ENSG00000227176.1	processed_pseudogene	0.166293789	1.252159561
4082	ENSG00000285847.1	lincRNA	-0.158582814	1.279362232
9833	ENSG00000114742.13	protein_coding	0.174372456	-0.175350279
591	ENSG00000266634.1	miRNA	0.184503271	-0.300489521
10239	ENSG00000173366.11	protein_coding	0.142693459	0.792152282
5116	ENSG00000229022.1	processed_pseudogene	0.172718603	1.403378093
12616	ENSG00000235780.3	protein_coding	-0.199798518	-1.140988365
13384	ENSG00000270665.1	processed_pseudogene	-0.187942554	5.206864126
8816	ENSG00000224159.1	processed_pseudogene	-0.188009064	1.080842464
8528	ENSG00000202008.1	misc_RNA	0.17855316	10.21034306
17804	ENSG00000266750.1	miRNA	-0.159332957	6.400227376
8873	ENSG00000115657.13	protein_coding	0.164516699	0.235157616
16409	ENSG00000145777.14	protein_coding	0.157765896	1.310573326
6231	ENSG00000252726.1	rRNA_pseudogene	0.129813209	5.499159458
16117	ENSG00000250320.5	antisense	-0.174423955	0.235789093
1886	ENSG00000152763.16	protein_coding	0.213614649	-1.66680755
1624	ENSG00000272371.1	lincRNA	0.16641664	2.519321442
19003	ENSG00000283215.2	lincRNA	0.163726778	-0.723365575
12669	ENSG00000207716.1	miRNA	0.148779348	2.080239449
7891	ENSG00000230991.1	lincRNA	0.187520821	3.766988
18699	ENSG00000223501.8	protein_coding	0.160799914	4.984642691
9364	ENSG00000235831.6	antisense	0.168659532	-1.209945844
3016	ENSG00000277147.5	transcribed_unprocessed_pseudogene	0.238246231	-0.145763988
17721	ENSG00000278970.1	TEC	0.149205003	4.4299446
11405	ENSG00000250433.1	antisense	0.147260815	3.176603942
9470	ENSG00000144560.14	protein_coding	0.162324052	0.461472578
17654	ENSG00000213328.3	processed_pseudogene	0.151089279	3.286915239
11008	ENSG00000244441.1	processed_pseudogene	0.196871659	0.632185073
11783	ENSG00000241669.1	lincRNA	-0.157120787	7.707792162
15557	ENSG00000151883.17	protein_coding	-0.162661007	2.180967009
12538	ENSG00000074211.13	protein_coding	0.176446959	-1.323725703
1890	ENSG00000203963.11	protein_coding	0.246066022	-1.679342171
5229	ENSG00000197617.7	polymorphic_pseudogene	-0.155404435	5.362617894
18743	ENSG00000186577.13	protein_coding	0.144604376	1.961826882
4185	ENSG00000232077.1	lincRNA	0.155478055	-0.713934434
563	ENSG00000207513.1	snRNA	-0.155380168	8.678246116
17768	ENSG00000205653.2	lincRNA	0.179607161	-1.456535047
1233	ENSG00000235549.1	processed_pseudogene	0.162901204	-1.221063993
325	ENSG00000233268.3	processed_pseudogene	0.181511847	-1.113168516
2301	ENSG00000143036.16	protein_coding	0.181017535	-0.485390492
17815	ENSG00000232654.1	processed_pseudogene	-0.148088605	6.245644191
8451	ENSG00000202434.1	snoRNA	0.154611787	0.749608907
8182	ENSG00000170166.5	protein_coding	0.140187957	1.022402574
10999	ENSG00000206721.1	misc_RNA	0.194147008	-0.069368426
2817	ENSG00000264145.2	processed_pseudogene	0.145587758	1.054567141
10818	ENSG00000114446.4	protein_coding	0.153078847	7.496747818
12646	ENSG00000252002.1	rRNA_pseudogene	-0.160244834	6.318512039
